img_id,rle_mask
137,164498 4 165010 4 165518 10 166030 10 166540 16 167052 16 167564 18 168076 18 168586 24 169098 24 169610 26 170122 26 170632 30 171144 30 171656 34 172168 34 172680 36 173192 36 173706 36 174218 36 174732 38 175244 38 175758 38 176270 38 176784 40 177296 40 177812 38 178324 38 178838 40 179350 40 179866 38 180378 38 180892 40 181404 40 181920 38 182432 38 182946 40 183458 40 183974 38 184486 38 185000 40 185512 40 186028 38 186540 38 187054 36 187566 36 188080 36 188592 36 189108 34 189620 34 190134 34 190646 34 191160 32 191672 32 192188 30 192700 30 193214 28 193726 28 194240 24 194752 24 195268 20 195780 20 196294 16 196806 16 197320 12 197832 12 198348 6 198860 6
138,209736 14 210248 14 210752 24 211264 24 211770 30 212282 30 212784 40 213296 40 213806 42 214318 42 214830 42 215342 42 215856 38 216368 38 216882 34 217394 34 217930 6 218442 6
139,135944 6 136456 6 136962 16 137474 16 137984 20 138496 20 139008 20 139520 20 140032 22 140544 22 141056 22 141568 22 142080 22 142592 22 143106 22 143618 22 144130 22 144642 22 145156 20 145668 20 146180 22 146692 22 147204 22 147716 22 148228 22 148740 22 149252 24 149764 24 150278 22 150790 22 151302 22 151814 22 152326 22 152838 22 153352 20 153864 20 154376 20 154888 20 155400 20 155912 20 156424 22 156936 22 157450 20 157962 20 158474 20 158986 20 159498 20 160010 20 160522 20 161034 20 161546 22 162058 22 162570 22 163082 22 163594 24 164106 24 164618 24 165130 24 165642 24 166154 24 166666 24 167178 24 167690 24 168202 24 168714 24 169226 24 169740 22 170252 22 170764 20 171276 20 171788 16 172300 16 172814 10 173326 10
140,135060 6 135572 6 136082 10 136594 10 137106 12 137618 12 138128 16 138640 16 139152 18 139664 18 140174 20 140686 20 141198 22 141710 22 142224 20 142736 20 143248 22 143760 22 144272 22 144784 22 145298 22 145810 22 146322 22 146834 22 147348 20 147860 20 148372 22 148884 22 149398 20 149910 20 150422 22 150934 22 151448 20 151960 20 152472 20 152984 20 153498 20 154010 20 154522 20 155034 20 155548 20 156060 20 156572 22 157084 22 157598 20 158110 20 158622 22 159134 22 159648 22 160160 22 160672 22 161184 22 161698 22 162210 22 162722 22 163234 22 163748 20 164260 20 164772 20 165284 20 165798 18 166310 18 166822 16 167334 16 167848 12 168360 12 168874 8 169386 8
141,19108 4 19620 4 20130 10 20642 10 21152 14 21664 14 22174 18 22686 18 23196 20 23708 20 24220 20 24732 20 25244 20 25756 20 26268 20 26780 20 27290 22 27802 22 28314 22 28826 22 29338 22 29850 22 30362 22 30874 22 31386 20 31898 20 32410 20 32922 20 33434 20 33946 20 34458 20 34970 20 35484 18 35996 18 36508 16 37020 16 37532 16 38044 16 38556 16 39068 16 39580 16 40092 16 40604 16 41116 16 41626 18 42138 18 42652 16 43164 16 43676 16 44188 16 44700 16 45212 16 45724 16 46236 16 46748 16 47260 16 47772 16 48284 16 48796 16 49308 16 49820 16 50332 16 50844 16 51356 16 51868 16 52380 16 52892 16 53404 16 53914 18 54426 18 54938 18 55450 18 55962 20 56474 20 56984 22 57496 22 58008 22 58520 22 59030 22 59542 22 60054 22 60566 22 61078 22 61590 22 62102 22 62614 22 63126 22 63638 22 64150 22 64662 22 65174 22 65686 22 66198 22 66710 22 67222 22 67734 22 68246 20 68758 20 69272 18 69784 18 70296 18 70808 18 71320 18 71832 18 72344 16 72856 16 73368 16 73880 16 74392 14 74904 14 75418 8 75930 8 76444 2 76956 2
142,206804 6 207316 6 207820 16 208332 16 208832 30 209344 30 209842 44 210354 44 210862 50 211374 50 211884 50 212396 50 212906 52 213418 52 213930 50 214442 50 214954 46 215466 46 215980 38 216492 38 217006 22 217518 22 218032 12 218544 12
143,95120 4 95632 4 96140 12 96652 12 97162 16 97674 16 98184 18 98696 18 99206 22 99718 22 100230 20 100742 20 101252 22 101764 22 102276 22 102788 22 103298 24 103810 24 104322 22 104834 22 105346 22 105858 22 106370 20 106882 20 107392 22 107904 22 108416 20 108928 20 109438 22 109950 22 110462 20 110974 20 111486 20 111998 20 112508 20 113020 20 113532 20 114044 20 114554 20 115066 20 115578 20 116090 20 116600 20 117112 20 117624 20 118136 20 118646 20 119158 20 119670 20 120182 20 120692 20 121204 20 121716 20 122228 20 122738 20 123250 20 123762 20 124274 20 124784 22 125296 22 125808 20 126320 20 126830 22 127342 22 127852 22 128364 22 128876 22 129388 22 129900 20 130412 20 130924 20 131436 20 131948 18 132460 18 132974 14 133486 14 134000 10 134512 10
144,85854 6 86366 6 86876 12 87388 12 87898 14 88410 14 88920 18 89432 18 89944 18 90456 18 90968 16 91480 16 91990 18 92502 18 93014 18 93526 18 94038 16 94550 16 95060 18 95572 18 96084 16 96596 16 97108 16 97620 16 98130 16 98642 16 99154 14 99666 14 100178 14 100690 14 101202 12 101714 12 102228 8 102740 8 103254 2 103766 2
145,141082 14 141594 14 142102 22 142614 22 143122 28 143634 28 144142 32 144654 32 145160 40 145672 40 146180 44 146692 44 147198 48 147710 48 148216 54 148728 54 149234 58 149746 58 150250 66 150762 66 151268 70 151780 70 152286 74 152798 74 153304 78 153816 78 154326 74 154838 74 155346 70 155858 70 156368 66 156880 66 157392 60 157904 60 158414 56 158926 56 159438 48 159950 48 160462 42 160974 42 161488 34 162000 34 162512 30 163024 30 163538 22 164050 22 164566 14 165078 14
146,69450 8 69962 8 70424 12 70464 24 70936 12 70976 24 71420 46 71482 32 71932 46 71994 32 72438 102 72950 102 73458 108 73970 108 74482 108 74994 108 75506 108 76018 108 76530 108 77042 108 77554 60 77620 40 78066 60 78132 40 78580 52 78652 30 79092 52 79164 30 79608 40 79684 18 80120 40 80196 18
147,119624 4 120136 4 120646 8 121158 8 121668 10 122180 10 122690 12 123202 12 123712 16 124224 16 124736 16 125248 16 125758 20 126270 20 126780 22 127292 22 127804 24 128316 24 128826 28 129338 28 129850 30 130362 30 130874 32 131386 32 131896 34 132408 34 132920 34 133432 34 133942 34 134454 34 134964 34 135476 34 135988 32 136500 32 137010 32 137522 32 138032 32 138544 32 139056 30 139568 30 140078 30 140590 30 141098 32 141610 32 142120 32 142632 32 143140 34 143652 34 144162 34 144674 34 145184 34 145696 34 146206 36 146718 36 147228 36 147740 36 148250 36 148762 36 149274 36 149786 36 150298 34 150810 34 151324 30 151836 30 152348 30 152860 30 153374 26 153886 26 154400 22 154912 22 155426 18 155938 18 156454 12 156966 12 157482 4 157994 4
148,116562 8 117074 8 117582 14 118094 14 118604 18 119116 18 119626 20 120138 20 120648 22 121160 22 121672 24 122184 24 122694 26 123206 26 123718 24 124230 24 124740 26 125252 26 125764 26 126276 26 126788 24 127300 24 127810 26 128322 26 128834 26 129346 26 129858 24 130370 24 130882 24 131394 24 131904 24 132416 24 132928 24 133440 24 133952 22 134464 22 134976 22 135488 22 135998 22 136510 22 137022 22 137534 22 138046 22 138558 22 139068 22 139580 22 140092 22 140604 22 141114 22 141626 22 142138 22 142650 22 143160 24 143672 24 144184 22 144696 22 145206 24 145718 24 146230 24 146742 24 147252 24 147764 24 148274 26 148786 26 149298 24 149810 24 150320 26 150832 26 151344 24 151856 24 152368 24 152880 24 153392 22 153904 22 154416 22 154928 22 155440 22 155952 22 156464 20 156976 20 157490 16 158002 16 158518 10 159030 10 159546 2 160058 2
149,79462 10 79974 10 80454 46 80966 46 81472 54 81984 54 82492 58 83004 58 83514 60 84026 60 84536 62 85048 62 85560 60 86072 60 86584 60 87096 60 87608 58 88120 58 88634 54 89146 54 89660 48 90172 48 90688 16 90724 2 91200 16 91236 2
150,81668 4 82180 4 82686 14 83198 14 83704 22 84216 22 84720 32 85232 32 85738 38 86250 38 86752 50 87264 50 87766 60 88278 60 88782 68 89294 68 89796 78 90308 78 90810 88 91322 88 91830 92 92342 92 92852 94 93364 94 93874 94 94386 94 94898 92 95410 92 95922 88 96434 88 96946 74 97458 74 97970 62 98482 62 98996 46 99508 46 100022 36 100534 36 101048 26 101560 26 102076 16 102588 16
151,
152,191216 8 191728 8 192238 16 192750 16 193262 18 193774 18 194288 18 194800 18 195312 18 195824 18 196336 20 196848 20 197360 22 197872 22 198384 22 198896 22 199410 22 199922 22 200434 22 200946 22 201460 22 201972 22 202486 22 202998 22 203512 20 204024 20 204536 22 205048 22 205562 20 206074 20 206588 18 207100 18 207614 18 208126 18 208638 18 209150 18 209664 16 210176 16 210690 16 211202 16 211716 16 212228 16 212742 16 213254 16 213768 16 214280 16 214794 16 215306 16 215820 18 216332 18 216844 20 217356 20 217870 18 218382 18 218894 20 219406 20 219920 20 220432 20 220944 22 221456 22 221970 22 222482 22 222996 20 223508 20 224022 20 224534 20 225046 22 225558 22 226072 22 226584 22 227098 22 227610 22 228124 22 228636 22 229148 24 229660 24 230174 22 230686 22 231200 22 231712 22 232224 22 232736 22 233250 20 233762 20 234274 20 234786 20 235300 18 235812 18 236326 14 236838 14 237354 8 237866 8
153,163610 6 164122 6 164632 8 165144 8 165654 12 166166 12 166676 14 167188 14 167700 14 168212 14 168722 18 169234 18 169744 20 170256 20 170766 22 171278 22 171788 22 172300 22 172812 22 173324 22 173834 22 174346 22 174856 22 175368 22 175878 20 176390 20 176900 18 177412 18 177924 14 178436 14 178946 10 179458 10 179968 8 180480 8
154,26468 8 26980 8 27490 14 28002 14 28512 18 29024 18 29534 20 30046 20 30556 24 31068 24 31580 24 32092 24 32602 26 33114 26 33626 24 34138 24 34648 26 35160 26 35672 24 36184 24 36694 26 37206 26 37718 24 38230 24 38740 26 39252 26 39762 26 40274 26 40782 28 41294 28 41804 30 42316 30 42824 32 43336 32 43846 32 44358 32 44868 32 45380 32 45890 32 46402 32 46912 32 47424 32 47934 34 48446 34 48958 32 49470 32 49980 34 50492 34 51004 32 51516 32 52028 32 52540 32 53054 28 53566 28 54080 26 54592 26 55106 24 55618 24 56132 20 56644 20 57160 12 57672 12
155,104264 4 104776 4 105286 10 105798 10 106310 14 106822 14 107332 18 107844 18 108358 18 108870 18 109382 22 109446 10 109894 22 109958 10 110406 22 110466 22 110918 22 110978 22 111436 16 111488 34 111948 16 112000 34 112510 64 113022 64 113532 70 114044 70 114558 70 115070 70 115582 72 116094 72 116608 70 117120 70 117634 68 118146 68 118662 64 119174 64 119690 60 120202 60 120720 52 121232 52 121760 34 122272 34 122796 20 123308 20 123830 6 124342 6
156,17172 2 17684 2 18188 14 18700 14 19208 22 19720 22 20228 26 20740 26 21250 28 21762 28 22272 28 22784 28 23294 28 23806 28 24314 30 24826 30 25336 30 25848 30 26356 30 26868 30 27378 28 27890 28 28398 28 28910 28 29420 28 29932 28 30442 26 30954 26 31464 26 31976 26 32486 24 32998 24 33510 20 34022 20 34534 18 35046 18 35560 12 36072 12 36586 8 37098 8
157,53008 2 53520 2 54030 6 54542 6 55056 6 55568 6
158,15142 10 15654 10 16162 20 16674 20 17184 24 17696 24 18206 28 18718 28 19228 30 19740 30 20252 32 20764 32 21274 36 21786 36 22298 38 22810 38 23322 38 23834 38 24346 40 24858 40 25372 38 25884 38 26398 36 26910 36 27424 34 27936 34 28450 32 28962 32 29476 30 29988 30 30502 30 31014 30 31526 30 32038 30 32552 30 33064 30 33576 32 34088 32 34600 32 35112 32 35624 34 36136 34 36650 34 37162 34 37674 36 38186 36 38700 34 39212 34 39724 36 40236 36 40750 34 41262 34 41774 36 42286 36 42800 34 43312 34 43826 32 44338 32 44852 32 45364 32 45878 30 46390 30 46904 30 47416 30 47930 28 48442 28 48954 28 49466 28 49980 28 50492 28 51006 28 51518 28 52030 28 52542 28 53056 28 53568 28 54080 28 54592 28 55106 28 55618 28 56130 28 56642 28 57156 28 57668 28 58180 28 58692 28 59206 26 59718 26 60230 26 60742 26 61256 24 61768 24 62280 24 62792 24 63306 20 63818 20 64332 16 64844 16 65356 14 65868 14 66384 4 66896 4
159,164754 2 165266 2 165774 12 166286 12 166796 16 167308 16 167818 20 168330 20 168840 22 169352 22 169862 26 170374 26 170886 26 171398 26 171908 28 172420 28 172930 30 173442 30 173952 30 174464 30 174976 28 175488 28 175998 28 176510 28 177020 28 177532 28 178042 28 178554 28 179064 28 179576 28 180088 26 180600 26 181110 26 181622 26 182132 26 182644 26 183156 24 183668 24 184178 24 184690 24 185200 24 185712 24 186222 26 186734 26 187246 24 187758 24 188268 26 188780 26 189292 26 189804 26 190314 26 190826 26 191338 24 191850 24 192362 24 192874 24 193388 20 193900 20 194414 16 194926 16 195440 12 195952 12 196468 4 196980 4
160,123586 4 124098 4 124606 10 125118 10 125628 14 126140 14 126652 16 127164 16 127676 18 128188 18 128700 18 129212 18 129724 20 130236 20 130748 22 131260 22 131774 22 132286 22 132800 20 133312 20 133826 20 134338 20 134850 22 135362 22 135876 22 136388 22 136902 22 137414 22 137928 22 138440 22 138956 20 139468 20 139982 20 140494 20 141008 20 141520 20 142034 20 142546 20 143060 20 143572 20 144086 18 144598 18 145112 18 145624 18 146138 14 146650 14 147164 10 147676 10 148192 4 148704 4
161,83820 6 84332 6 84842 8 85354 8 85862 12 86374 12 86884 14 87396 14 87906 18 88418 18 88930 18 89442 18 89952 20 90464 20 90976 18 91488 18 91998 20 92510 20 93022 18 93534 18 94046 18 94558 18 95068 20 95580 20 96092 18 96604 18 97116 18 97628 18 98138 18 98650 18 99162 18 99674 18 100184 18 100696 18 101208 18 101720 18 102232 16 102744 16 103254 18 103766 18 104278 18 104790 18 105300 18 105812 18 106324 18 106836 18 107348 18 107860 18 108370 20 108882 20 109394 18 109906 18 110416 20 110928 20 111440 20 111952 20 112464 18 112976 18 113488 18 114000 18 114512 16 115024 16 115538 12 116050 12 116564 8 117076 8
162,86992 14 87504 14 88012 20 88524 20 89036 22 89548 22 90058 24 90570 24 91082 24 91594 24 92106 22 92618 22 93130 22 93642 22 94154 22 94666 22 95178 22 95690 22 96202 22 96714 22 97226 22 97738 22 98250 22 98762 22 99274 22 99786 22 100298 22 100810 22 101320 24 101832 24 102344 24 102856 24 103368 24 103880 24 104392 24 104904 24 105416 24 105928 24 106440 24 106952 24 107464 24 107976 24 108488 24 109000 24 109512 22 110024 22 110536 22 111048 22 111560 22 112072 22 112584 22 113096 22 113608 22 114120 22 114632 20 115144 20 115654 22 116166 22 116678 22 117190 22 117702 20 118214 20 118726 20 119238 20 119748 22 120260 22 120772 22 121284 22 121794 24 122306 24 122818 24 123330 24 123840 26 124352 26 124864 26 125376 26 125888 24 126400 24 126910 26 127422 26 127934 26 128446 26 128956 28 129468 28 129978 30 130490 30 131002 28 131514 28 132026 28 132538 28 133052 26 133564 26 134076 24 134588 24 135102 20 135614 20 136128 14 136640 14
163,102958 4 103470 4 103980 8 104492 8 105002 12 105514 12 106026 14 106538 14 107048 18 107560 18 108072 20 108584 20 109098 20 109610 20 110122 22 110634 22 111148 22 111660 22 112174 22 112686 22 113200 22 113712 22 114228 18 114740 18 115256 16 115768 16 116282 16 116794 16 117308 18 117820 18 118336 14 118848 14 119362 14 119874 14 120388 14 120900 14 121414 10 121926 10 122440 8 122952 8
164,106088 8 106600 8 107108 16 107620 16 108130 22 108642 22 109152 26 109664 26 110174 30 110686 30 111196 34 111708 34 112218 38 112730 38 113242 40 113754 40 114266 44 114778 44 115292 44 115804 44 116318 46 116830 46 117344 46 117856 46 118370 46 118882 46 119396 48 119908 48 120424 46 120936 46 121448 50 121960 50 122474 52 122986 52 123500 54 124012 54 124526 54 125038 54 125552 54 126064 54 126578 56 127090 56 127604 56 128116 56 128630 58 129142 58 129656 58 130168 58 130682 58 131194 58 131708 58 132220 58 132734 60 133246 60 133762 58 134274 58 134790 58 135302 58 135818 56 136330 56 136846 56 137358 56 137874 54 138386 54 138900 54 139412 54 139928 52 140440 52 140954 52 141466 52 141982 50 142494 50 143008 46 143520 46 144036 42 144548 42 145062 38 145574 38 146090 34 146602 34 147116 30 147628 30 148144 24 148656 24 149170 20 149682 20 150198 14 150710 14
165,170744 20 171256 20 171764 36 172276 36 172786 64 173298 64 173810 78 174322 78 174832 86 175344 86 175856 96 176368 96 176882 106 177394 106 177906 108 178418 108 178932 106 179444 106 179958 104 180470 104 180986 100 181498 100 182014 96 182526 96 183078 54 183590 54 184116 20 184148 8 184628 20 184660 8
166,7816 8 8328 8 8838 12 9350 12 9862 14 10374 14 10886 16 11398 16 11910 16 12422 16 12934 18 13446 18 13960 16 14472 16 14984 16 15496 16 16010 16 16522 16 17034 16 17546 16 18060 16 18572 16 19086 14 19598 14 20110 16 20622 16 21136 14 21648 14 22160 14 22672 14 23186 12 23698 12 24212 10 24724 10 25238 6 25750 6
167,71408 6 71920 6 72430 10 72942 10 73454 10 73966 10 74476 14 74988 14 75500 14 76012 14 76524 14 77036 14 77548 14 78060 14 78574 14 79086 14 79598 14 80110 14 80622 14 81134 14 81646 14 82158 14 82670 14 83182 14 83694 14 84206 14 84718 14 85230 14 85744 14 86256 14 86768 14 87280 14 87792 12 88304 12 88820 8 89332 8
168,103996 10 104508 10 105016 20 105528 20 106038 26 106550 26 107062 30 107574 30 108084 36 108596 36 109108 38 109620 38 110132 42 110644 42 111158 42 111670 42 112182 44 112694 44 113210 44 113722 44 114236 46 114748 46 115262 46 115774 46 116290 46 116802 46 117318 44 117830 44 118344 46 118856 46 119372 44 119884 44 120402 40 120914 40 121428 38 121940 38 122456 36 122968 36 123480 36 123992 36 124506 32 125018 32 125532 30 126044 30 126558 26 127070 26 127584 24 128096 24 128610 22 129122 22 129636 18 130148 18 130660 18 131172 18 131686 14 132198 14 132714 10 133226 10 133740 6 134252 6
169,135922 6 136434 6 136944 8 137456 8 137966 12 138478 12 138988 14 139500 14 140010 16 140522 16 141034 16 141546 16 142056 18 142568 18 143078 20 143590 20 144100 20 144612 20 145124 20 145636 20 146146 20 146658 20 147170 20 147682 20 148192 20 148704 20 149216 20 149728 20 150238 20 150750 20 151262 18 151774 18 152284 20 152796 20 153308 18 153820 18 154330 18 154842 18 155354 18 155866 18 156376 18 156888 18 157400 18 157912 18 158422 18 158934 18 159446 18 159958 18 160468 18 160980 18 161492 18 162004 18 162514 18 163026 18 163538 18 164050 18 164560 18 165072 18 165584 18 166096 18 166606 18 167118 18 167630 18 168142 18 168656 14 169168 14 169680 14 170192 14 170706 10 171218 10 171732 6 172244 6
170,57046 8 57558 8 58068 12 58580 12 59090 16 59602 16 60112 20 60624 20 61134 24 61646 24 62158 24 62670 24 63182 26 63694 26 64204 28 64716 28 65228 28 65740 28 66250 32 66762 32 67272 34 67784 34 68296 34 68808 34 69318 36 69830 36 70340 36 70852 36 71364 36 71876 36 72386 36 72898 36 73408 36 73920 36 74430 36 74942 36 75452 36 75964 36 76476 34 76988 34 77498 34 78010 34 78522 34 79034 34 79546 32 80058 32 80570 30 81082 30 81596 26 82108 26 82620 26 83132 26 83646 22 84158 22 84672 18 85184 18 85700 12 86212 12
171,92890 4 93402 4 93910 12 94422 12 94932 16 95444 16 95954 20 96466 20 96978 22 97490 22 98000 24 98512 24 99022 26 99534 26 100046 26 100558 26 101068 28 101580 28 102092 26 102604 26 103116 26 103628 26 104138 26 104650 26 105162 26 105674 26 106186 24 106698 24 107210 24 107722 24 108232 24 108744 24 109256 22 109768 22 110280 22 110792 22 111302 22 111814 22 112326 22 112838 22 113348 22 113860 22 114372 22 114884 22 115394 22 115906 22 116416 24 116928 24 117440 24 117952 24 118462 24 118974 24 119486 24 119998 24 120508 26 121020 26 121532 24 122044 24 122554 26 123066 26 123578 26 124090 26 124600 26 125112 26 125624 26 126136 26 126648 24 127160 24 127670 26 128182 26 128694 24 129206 24 129716 26 130228 26 130740 24 131252 24 131762 24 132274 24 132786 24 133298 24 133810 22 134322 22 134834 20 135346 20 135858 16 136370 16 136880 16 137392 16 137904 16 138416 16 138928 14 139440 14 139952 14 140464 14 140976 14 141488 14 141998 16 142510 16 143024 14 143536 14 144048 14 144560 14 145074 12 145586 12 146102 8 146614 8 147130 2 147642 2
172,176948 4 177460 4 177968 12 178480 12 178990 16 179502 16 180012 20 180524 20 181034 24 181546 24 182056 26 182568 26 183076 32 183588 32 184098 32 184610 32 185118 36 185630 36 186140 36 186652 36 187162 36 187674 36 188182 36 188694 36 189204 38 189716 38 190228 36 190740 36 191250 36 191762 36 192272 38 192784 38 193296 36 193808 36 194318 38 194830 38 195340 38 195852 38 196364 36 196876 36 197388 34 197900 34 198410 34 198922 34 199432 34 199944 34 200452 38 200964 38 201474 36 201986 36 202492 40 203004 40 203510 42 204022 42 204530 44 205042 44 205552 44 206064 44 206574 44 207086 44 207594 46 208106 46 208616 46 209128 46 209638 46 210150 46 210660 46 211172 46 211682 44 212194 44 212704 44 213216 44 213726 44 214238 44 214748 42 215260 42 215770 42 216282 42 216792 42 217304 42 217814 42 218326 42 218836 42 219348 42 219858 42 220370 42 220882 40 221394 40 221904 38 222416 38 222926 38 223438 38 223946 40 224458 40 224968 40 225480 40 225990 40 226502 40 227010 42 227522 42 228032 42 228544 42 229054 42 229566 42 230074 44 230586 44 231098 42 231610 42 232120 42 232632 42 233144 40 233656 40 234166 40 234678 40 235190 36 235702 36 236216 32 236728 32 237240 30 237752 30 238266 26 238778 26 239292 22 239804 22 240318 18 240830 18 241344 12 241856 12 242374 2 242886 2
173,72638 4 73150 4 73660 10 74172 10 74682 14 75194 14 75704 16 76216 16 76726 20 77238 20 77750 20 78262 20 78772 22 79284 22 79796 22 80308 22 80818 22 81330 22 81840 22 82352 22 82864 20 83376 20 83886 20 84398 20 84908 20 85420 20 85932 18 86444 18 86956 18 87468 18 87978 18 88490 18 89000 20 89512 20 90024 18 90536 18 91048 16 91560 16 92072 16 92584 16 93096 14 93608 14 94122 10 94634 10 95148 4 95660 4
174,178894 4 179406 4 179912 14 180424 14 180934 18 181446 18 181956 20 182468 20 182978 22 183490 22 184000 24 184512 24 185024 24 185536 24 186046 26 186558 26 187070 26 187582 26 188092 28 188604 28 189116 26 189628 26 190140 26 190652 26 191162 26 191674 26 192186 26 192698 26 193208 26 193720 26 194232 26 194744 26 195254 26 195766 26 196276 28 196788 28 197298 28 197810 28 198322 28 198834 28 199344 28 199856 28 200366 30 200878 30 201388 30 201900 30 202412 30 202924 30 203434 30 203946 30 204458 30 204970 30 205482 28 205994 28 206506 28 207018 28 207530 26 208042 26 208554 26 209066 26 209580 22 210092 22 210606 18 211118 18 211632 12 212144 12
175,43636 6 44148 6 44658 10 45170 10 45680 14 46192 14 46704 14 47216 14 47728 16 48240 16 48754 16 49266 16 49778 18 50290 18 50804 16 51316 16 51828 18 52340 18 52854 18 53366 18 53878 18 54390 18 54904 18 55416 18 55930 16 56442 16 56956 14 57468 14 57982 10 58494 10 59010 2 59522 2
176,19260 6 19772 6 20282 12 20794 12 21304 18 21816 18 22326 22 22838 22 23350 24 23862 24 24372 30 24884 30 25396 32 25908 32 26420 36 26932 36 27444 38 27956 38 28470 40 28982 40 29494 44 30006 44 30520 46 31032 46 31546 48 32058 48 32572 50 33084 50 33598 54 34110 54 34626 54 35138 54 35656 54 36168 54 36684 56 37196 56 37712 56 38224 56 38738 56 39250 56 39766 56 40278 56 40794 52 41306 52 41824 48 42336 48 42852 44 43364 44 43882 38 44394 38 44912 32 45424 32 45940 26 46452 26 46966 24 47478 24 47994 20 48506 20 49020 16 49532 16 50050 8 50562 8
177,68250 4 68762 4 69270 10 69782 10 70292 14 70804 14 71314 18 71826 18 72334 24 72846 24 73356 26 73868 26 74376 30 74888 30 75396 34 75908 34 76416 40 76928 40 77438 42 77950 42 78460 44 78972 44 79482 44 79994 44 80506 42 81018 42 81530 38 82042 38 82554 32 83066 32 83578 30 84090 30 84604 26 85116 26 85628 22 86140 22 86654 18 87166 18 87680 12 88192 12
178,77638 4 78150 4 78660 12 79172 12 79682 20 80194 20 80706 24 81218 24 81730 28 82242 28 82754 32 83266 32 83778 36 84290 36 84804 38 85316 38 85830 38 86342 38 86858 40 87370 40 87886 42 88398 42 88918 38 89430 38 89950 32 90462 32 90982 26 91494 26 92010 22 92522 22 93040 14 93552 14 94068 10 94580 10
179,182858 12 183370 12 183880 18 184392 18 184902 22 185414 22 185926 26 186438 26 186950 30 187462 30 187974 32 188486 32 189000 32 189512 32 190026 32 190538 32 191052 30 191564 30 192078 30 192590 30 193104 30 193616 30 194132 26 194644 26 195158 26 195670 26 196184 24 196696 24 197210 22 197722 22 198236 22 198748 22 199262 20 199774 20 200290 14 200802 14 201316 10 201828 10
180,16112 4 16624 4 17130 14 17642 14 18152 18 18664 18 19172 24 19684 24 20194 26 20706 26 21216 30 21728 30 22236 34 22748 34 23256 38 23768 38 24278 42 24790 42 25298 46 25810 46 26318 48 26830 48 27340 50 27852 50 28362 50 28874 50 29386 50 29898 50 30408 50 30920 50 31432 46 31944 46 32456 44 32968 44 33480 40 33992 40 34504 36 35016 36 35528 32 36040 32 36554 26 37066 26 37580 22 38092 22 38606 16 39118 16 39632 8 40144 8
181,114316 2 114828 2 115336 12 115848 12 116358 18 116870 18 117382 18 117894 18 118406 20 118918 20 119430 22 119942 22 120454 24 120966 24 121480 22 121992 22 122506 22 123018 22 123534 18 124046 18 124562 16 125074 16 125590 14 126102 14 126618 10 127130 10 127650 4 128162 4 129706 4 130218 4 130730 6 131242 6 131756 6 132268 6 132784 4 133296 4 133810 6 134322 6 134836 6 135348 6 135862 8 136374 8 136888 8 137400 8 137914 8 138426 8 138940 6 139452 6 151092 2 151604 2 152114 4 152626 4 153136 6 153648 6 154158 8 154670 8 155178 12 155690 12 156200 14 156712 14 157222 14 157734 14 158244 16 158756 16 159268 14 159780 14 160290 16 160802 16 161314 14 161826 14 162338 12 162850 12 163362 10 163874 10 164388 6 164900 6
182,200678 10 201190 10 201696 16 202208 16 202716 22 203228 22 203732 30 204244 30 204748 40 205260 40 205762 48 206274 48 206780 54 207292 54 207800 56 208312 56 208824 52 209336 52 209846 44 210358 44 210870 38 211382 38 211894 32 212406 32 212920 24 213432 24 213946 16 214458 16
183,111406 10 111918 10 112426 22 112938 22 113448 32 113960 32 114470 42 114982 42 115494 52 116006 52 116518 72 117030 72 117542 76 118054 76 118568 78 119080 78 119594 76 120106 76 120620 76 121132 76 121648 72 122160 72 122678 66 123190 66 123718 50 124230 50 124752 40 125264 40 125784 30 126296 30 126818 18 127330 18
184,100988 6 101500 6 102006 16 102518 16 103024 20 103536 20 104018 14 104042 24 104530 14 104554 24 105014 74 105526 74 106036 72 106548 72 107058 68 107570 68 108080 66 108592 66 109102 64 109614 64 110126 20 110156 28 110638 20 110668 28 111148 18 111186 20 111660 18 111698 20 112172 16 112214 12 112684 16 112726 12 113196 16 113240 8 113708 16 113752 8 114222 12 114268 2 114734 12 114780 2 115248 6 115760 6
185,215832 28 216344 28 216842 48 217354 48 217842 74 218354 74 218834 108 219346 108 219854 114 220366 114 220876 116 221388 116 221900 118 222412 118 222924 118 223436 118 223948 120 224460 120 224972 120 225484 120 225998 118 226510 118 227022 118 227534 118 228046 116 228558 116 229072 112 229584 112 230096 58 230172 18 230194 12 230608 58 230684 18 230706 12 231120 54 231632 54 232146 44 232658 44 233170 32 233682 32 234196 14 234708 14
186,168782 8 169294 8 169804 12 170316 12 170826 16 171338 16 171850 16 172362 16 172872 20 173384 20 173896 20 174408 20 174920 20 175432 20 175944 20 176456 20 176966 20 177478 20 177990 20 178502 20 179014 20 179526 20 180038 20 180550 20 181062 18 181574 18 182084 20 182596 20 183108 20 183620 20 184132 20 184644 20 185156 20 185668 20 186180 20 186692 20 187204 18 187716 18 188226 20 188738 20 189250 20 189762 20 190274 20 190786 20 191298 20 191810 20 192322 20 192834 20 193344 22 193856 22 194368 22 194880 22 195392 20 195904 20 196416 20 196928 20 197440 20 197952 20 198464 20 198976 20 199488 20 200000 20 200512 20 201024 20 201536 20 202048 20 202562 16 203074 16 203586 16 204098 16 204612 12 205124 12
